"Activation","tick","random_seed"
0.10716850233499998,1.0,1447430010
0.019246799250000002,1.0,1447430010
0.020110397922500002,1.0,1447430010
0.0988958828825,1.0,1447430010
-0.013865123540000007,1.0,1447430010
-0.010223076983750003,1.0,1447430010
0.056486754431249994,1.0,1447430010
0.11796563943999999,1.0,1447430010
-0.34519121522000007,1.0,1447430010
0.011421795422499999,1.0,1447430010
-0.0025594047312500028,1.0,1447430010
1.0,1.0,1447430010
-0.004011237102500005,1.0,1447430010
0.030115253745,1.0,1447430010
0.04241289366500001,1.0,1447430010
-0.34356518755250004,1.0,1447430010
0.10140973254,1.0,1447430010
0.09547784811,1.0,1447430010
0.008125877233749999,1.0,1447430010
0.016340418175,1.0,1447430010
0.1463612159864131,2.0,1447430010
0.02958833908444345,2.0,1447430010
0.030241874821951654,2.0,1447430010
0.1286047880995854,2.0,1447430010
-0.04622044134234497,2.0,1447430010
-0.038372594763522956,2.0,1447430010
0.1269143197742,2.0,1447430010
0.17361301174437005,2.0,1447430010
-0.4691827405932802,2.0,1447430010
0.010755925527956667,2.0,1447430010
-0.025268766219068695,2.0,1447430010
1.0,2.0,1447430010
-0.009246726064203695,2.0,1447430010
0.05641129325161679,2.0,1447430010
0.09770580287536766,2.0,1447430010
-0.4651361752265333,2.0,1447430010
0.13895226417709675,2.0,1447430010
0.12575081741760355,2.0,1447430010
-0.0016891424761901206,2.0,1447430010
0.03033819168117457,2.0,1447430010
0.18451441607365732,3.0,1447430010
0.03591751791461422,3.0,1447430010
0.04176653195384781,3.0,1447430010
0.15690726778250208,3.0,1447430010
-0.08328642218500536,3.0,1447430010
-0.07356973226612093,3.0,1447430010
0.21083522327752152,3.0,1447430010
0.2297151271417781,3.0,1447430010
-0.5692632582476523,3.0,1447430010
0.01461025962098167,3.0,1447430010
-0.05173222511793675,3.0,1447430010
1.0,3.0,1447430010
-0.005447240802061805,3.0,1447430010
0.09409900246963884,3.0,1447430010
0.16529822606525502,3.0,1447430010
-0.5632901500978439,3.0,1447430010
0.17402782329420516,3.0,1447430010
0.1545602971071915,3.0,1447430010
-0.010884493692483925,3.0,1447430010
0.05373548180734532,3.0,1447430010
0.22403901990902533,4.0,1447430010
0.03469097965388367,4.0,1447430010
0.05436147732931735,4.0,1447430010
0.18736388951907768,4.0,1447430010
-0.12300934605281598,4.0,1447430010
-0.11486422125185139,4.0,1447430010
0.29927758441982233,4.0,1447430010
0.28651994908899103,4.0,1447430010
-0.6489470497857754,4.0,1447430010
0.025500416481843348,4.0,1447430010
-0.08012748211487346,4.0,1447430010
1.0,4.0,1447430010
0.011925506472879654,4.0,1447430010
0.14274225102437413,4.0,1447430010
0.2392261088343403,4.0,1447430010
-0.6419200649105196,4.0,1447430010
0.2064022236913284,4.0,1447430010
0.1845341305380701,4.0,1447430010
-0.015650301740868275,4.0,1447430010
0.08675379440524256,4.0,1447430010
0.26655981961445596,5.0,1447430010
0.022027464582959906,5.0,1447430010
0.06801214257853974,5.0,1447430010
0.22256776496916467,5.0,1447430010
-0.16504553118693813,5.0,1447430010
-0.16249931878085466,5.0,1447430010
0.3860114075890895,5.0,1447430010
0.34431069988018215,5.0,1447430010
-0.710819602984392,5.0,1447430010
0.0449849288898281,5.0,1447430010
-0.11045290682722575,5.0,1447430010
1.0,5.0,1447430010
0.0467154863981204,5.0,1447430010
0.2012620277100487,5.0,1447430010
0.31544324405527263,5.0,1447430010
-0.7037544868373209,5.0,1447430010
0.23489108149638405,5.0,1447430010
0.21745401201131964,5.0,1447430010
-0.012555393846299886,5.0,1447430010
0.12897575612760873,5.0,1447430010
0.31295203434714647,6.0,1447430010
-0.005260408133544055,6.0,1447430010
0.08268337793390937,6.0,1447430010
0.26428726787118206,6.0,1447430010
-0.20988462047056428,6.0,1447430010
-0.21737029638902228,6.0,1447430010
0.46696750143927923,6.0,1447430010
0.40315082760040133,6.0,1447430010
-0.7574601055281713,6.0,1447430010
0.07369357678465387,6.0,1447430010
-0.1440273049885962,6.0,1447430010
1.0,6.0,1447430010
0.10222756659045465,6.0,1447430010
0.26793893808867364,6.0,1447430010
0.39128160538009005,6.0,1447430010
-0.7513041876292921,6.0,1447430010
0.25770190027527795,6.0,1447430010
0.25451182392164073,6.0,1447430010
0.001757422886343769,6.0,1447430010
0.1795391798342508,6.0,1447430010
0.36336918523150274,7.0,1447430010
-0.049888161838000426,7.0,1447430010
0.09815986504876242,7.0,1447430010
0.3133444081443996,7.0,1447430010
-0.25820303602394634,7.0,1447430010
-0.28045555102902847,7.0,1447430010
0.5397988922778474,7.0,1447430010
0.46272757017711497,7.0,1447430010
-0.7915802157634835,7.0,1447430010
0.1113285897389785,7.0,1447430010
-0.1830364700011713,7.0,1447430010
1.0,7.0,1447430010
0.18053027738682914,7.0,1447430010
0.34049520566018027,7.0,1447430010
0.46489401629000543,7.0,1447430010
-0.7870823581326644,7.0,1447430010
0.2726239428402377,7.0,1447430010
0.2964042871004839,7.0,1447430010
0.029783639751177825,7.0,1447430010
0.2372072379752152,7.0,1447430010
0.4172170038811286,8.0,1447430010
-0.11354723125269654,8.0,1447430010
0.11395434407456691,8.0,1447430010
0.3694117285330035,8.0,1447430010
-0.31041501913340974,8.0,1447430010
-0.3521194169173809,8.0,1447430010
0.6034204134541217,8.0,1447430010
0.5222336111713723,8.0,1447430010
-0.8158511280627463,8.0,1447430010
0.1567116209207312,8.0,1447430010
-0.2299287069182039,8.0,1447430010
1.0,8.0,1447430010
0.28123910383730355,8.0,1447430010
0.4161457925633721,8.0,1447430010
0.534898867741361,8.0,1447430010
-0.813522341348808,8.0,1447430010
0.2771348827629339,8.0,1447430010
0.34326445300107866,8.0,1447430010
0.07282774050348018,8.0,1447430010
